species,DateOfObs,method,observer,AliveorDea,DOR,air_temp_f,sub_temp_f,body_temp_,pit,pit_id,weight_g,length_cm,sex,age,recapture,num_subcau,num_rattle,SFD,DNA
Great Basin Rattlesnake,9/2/2020,driving,NS,alive,no,71,69,66,no, ,0,0,male,adult,no,,,no,no
Great Basin Rattlesnake,6/5/2023 14:41,reported,TS,alive,no,65,65,66,yes,3D6.1533E8C0D1,14,29,male,YOY,no,24,1,no,no
Great Basin Rattlesnake,4/19/2022,active search,TS,alive,no,71,69,64,no, , , ,unknown,juv,no,0,0,no,no
Great Basin Rattlesnake,6/24/2021,active search,cf,alive,no,72,68,64,yes,3D9.1A4FA10618,418,78.8,female,adult,no,20,7,yes,yes
Great Basin Rattlesnake,9/23/2021,active search,Cf,alive,no,65,60,62,yes,3D6.1533E8C1BF,10,21.8,male,neonate,no,23,1,no,no
Great Basin Rattlesnake,6/24/2021,active search,cf,alive,no,73,71,61,yes,3D9.1A4FA1060F,297,70.9,female,adult,no,15,11,yes,yes
Great Basin Rattlesnake,6/11/2020,active search,NS,alive,no,63,58,59,yes,3D6.1D5980484C,321,66,male,adult,no,,,no,no
Great Basin Rattlesnake,4/18/2023 18:56,incidental,TS,alive,no,61,54,55,no,,,,unknown,juv,no,0,0,no,no
Great Basin Rattlesnake,4/28/2022,incidental,TS,alive,no,57,50,49,no, , , ,unknown,YOY,no,0,1,no,no
Great Basin Rattlesnake,10/16/2020,incidental,Cf,alive,no,52,47,47,no, ,0,0,unknown,neonate,no,,,no,no
Great Basin Rattlesnake,9/15/2021,incidental,BP,alive,no,54,43,45,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,4/28/2020,active search,NGS,alive,no,73,124,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,4/28/2020,active search,NGS,alive,no,73,107,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,6/30/2020,active search,cf,alive,no,60,100,0,yes,3D6.1D59A00D03,287,70,female,adult,no,,,no,no
Great Basin Rattlesnake,5/26/2020,active search,cf,alive,no,69,98,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,6/16/2023 16:37,active search,TS,alive,yes,71,92,0,no,,,,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,5/17/2022,driving,TS,alive,no,76,91,0,yes,3D9.1A4FA106B7,337,78.3,male,adult,no,23,7,no,no
Great Basin Rattlesnake,6/16/2023 16:39,active search,TS,alive,no,72,91,0,yes,3D6.1533E8C0C7,203,63,female,adult,no,19,7,no,yes
Great Basin Rattlesnake,4/29/2020,active search,cf,alive,no,78,90,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,10/1/2021,active search,BP,alive,no,73,89,0,no, , , ,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,10/1/2021,active search,BP,alive,no,73,89,0,no, , , ,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,6/16/2023 16:48,active search,TS,alive,no,72,87,0,no,,,,unknown,unknown,no,0,0,no,no
Great Basin Rattlesnake,10/1/2020,Telemetry,Cf, , ,71,85,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,8/4/2023 18:02,incidental,TS,alive,no,80,84,0,yes,3D6.1533E8C0AC,12,32,female,YOY,no,18,2,no,no
Great Basin Rattlesnake,6/22/2022,driving,TS,alive,no,69,84,0,yes,3D9.1A4FA10671,396,74.5,female,adult,no,19,6,no,yes
Great Basin Rattlesnake,5/9/2023 17:46,reported,TS,alive,no,74,82,0,yes,3D9.1A4FA10651,318,64.2,female,adult,no,17,6,no,yes
Great Basin Rattlesnake,5/12/2020,active search,cf,alive,no,71,80,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,5/24/2022,driving,TS,alive,no,0,78,0,yes,3D9.1A4FA106E3,177,60.5,female,adult,no,17,8,no,yes
Great Basin Rattlesnake,5/31/2023 15:40,active search,TS,alive,no,78,75,0,no,,,,unknown,unknown,no,0,0,no,no
Great Basin Rattlesnake,4/19/2022,incidental,TS,alive,no,69,73,0,no, , , ,unknown,YOY,no,0,0,no,no
Great Basin Rattlesnake,6/28/2022,driving,TS,alive,no,70,68,0,yes,3D9.1A4FA1068D,118,56.4,female,adult,no,18,6,no,yes
Great Basin Rattlesnake,4/19/2022,active search,TS,alive,no,60,68,0,no, , , ,unknown,YOY,no,0,0,no,no
Great Basin Rattlesnake,6/16/2023 14:36,active search,TS,alive,no,0,66,0,yes,,,,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,6/24/2021,active search,BP,alive,no,64,59,0,yes,3D9.1A4FA10639,418,75.8,female,adult,no,18,6,yes,yes
Great Basin Rattlesnake,9/4/2020,active search,NS,alive,no,89,0,0,no, ,0,0,unknown,neonate,no,,,no,no
Great Basin Rattlesnake,8/3/2022,reported,TS,alive,no,86,0,0,yes,3D9.1A4FA106A9,259,66.5,female,adult,no,18,7,no,yes
Great Basin Rattlesnake,8/3/2022,reported,TS,alive,no,86,0,0,yes,3D9.1A4FA10663,199,59.5,male,adult,no,23,8,no,yes
Great Basin Rattlesnake,8/26/2020,active search,NS,alive,no,85,0,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,7/8/2020,active search,NS,alive,no,84,0,0,no, ,0,0,unknown,adult,no,,,no,no
Great Basin Rattlesnake,7/8/2020,active search,NS,alive,no,84,0,0,yes,3D6.1533C7010E,0,63,female,adult,yes,,,no,no
Great Basin Rattlesnake,8/13/2021,reported,BP,alive,no,84,0,0,no, , , ,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,6/2/2020,active search,NS,alive,no,83,0,0,yes,3D6.1D59ABD20D,257,59,female,adults,no,,,no,no
Great Basin Rattlesnake,4/29/2020,active search, ,alive,no,82,0,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,8/20/2020,incidental,NS,dead,yes,82,0,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,9/13/2023 20:32,reported,TS,alive,no,82,0,0,yes,3D9.1A4FD212BB,246,72.1,female,adult,no,17,5,no,no
Great Basin Rattlesnake,8/26/2021,active search,BP,alive,no,81,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,8/26/2021,active search,BP,alive,no,81,0,0,yes,3D6.1533E8C138,8,19.5,unknown,neonate,no,27,1,no,no
Great Basin Rattlesnake,7/13/2020,active search,NS,alive,no,79,0,0,yes,3D6.1533C7011A,429,86,male,adult,no,,,no,no
Great Basin Rattlesnake,7/21/2021,incidental,BP,alive,no,79,0,0,no, , , ,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,8/9/2021,incidental,BP,alive,no,79,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,8/9/2021,incidental,BP,alive,no,79,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,7/13/2021,active search,BP,alive,no,79,0,0,yes,3D9.1A4FA106DD,217,70.5,male,adult,no,24,11,no,no
Great Basin Rattlesnake,7/13/2021,active search,BP,alive,no,79,0,0,yes,3D91A4FA10709,195,67,female,adult,yes,19,5,no,no
Great Basin Rattlesnake,7/13/2021,active search,BP,alive,no,79,0,0,yes,3D9.1A4FA106E0,337,82.5,male,adult,no,24,5,no,yes
Great Basin Rattlesnake,6/1/2020,active search,NGS,alive,no,78,0,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,5/27/2020,active search,NGS,alive,no,78,0,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,7/14/2020,active search,NS,alive,no,78,0,0,yes,3D6.1533C700F6,178,66,male,adult,no,26,10,no,no
Great Basin Rattlesnake,9/30/2020,incidental,Cf,alive,no,78,0,0,no, ,0,0,unknown,neonate,no,,,no,no
Great Basin Rattlesnake,8/25/2021,incidental,BP,alive,no,77,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,8/25/2021,incidental,BP,alive,no,77,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,8/25/2021,incidental,BP,alive,no,77,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,5/27/2020,active search,NGS,alive,no,76,0,0,yes,3D6.1D59ABD218,131,55,female,juv,no,,,no,no
Great Basin Rattlesnake,7/22/2020,active search,NS,alive,no,76,0,0,yes,3D6.1533C700DC,487,90,male,adult,no,23,0,no,no
Great Basin Rattlesnake,6/26/2020,driving,cf,alive,no,76,0,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,5/28/2020,incidental,NGS,alive,no,76,0,0,no, ,0,0,unknown,adult,no,,,no,no
Great Basin Rattlesnake,6/1/2020,incidental,NS,alive,no,76,0,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,5/28/2020,active search,NGS,alive,no,75,0,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,9/22/2021,active search,BP,alive,no,75,0,0,yes,3D9.1A4FA105F2,277,76.3,male,adult,no,23,8,no,yes
Great Basin Rattlesnake,5/28/2020,active search,NGS,alive,no,73,0,0,no, ,0,0,unknown,adult,no,,,no,no
Great Basin Rattlesnake,5/28/2020,active search,NGS,alive,no,73,0,0,yes,3D6.1D59ABD1F3,218,64,female,adults,no,,,no,no
Great Basin Rattlesnake,5/28/2020,active search,NS,alive,no,73,0,0,yes,3D6.1D59ABD206,0,0,female,adult,no,,,no,no
Great Basin Rattlesnake,10/4/2022,active search,Cf,alive,no,73,0,0,yes,3D6.1533E8C112,15,26.7,female,neonate,no,20,1,no,no
Great Basin Rattlesnake,6/7/2022,cover board,Grainne,alive,no,73,0,0,yes,3D9.1A4FA10683,159,54.1,male,juv,no,21,6,no,yes
Great Basin Rattlesnake,9/10/2021,active search,BP,alive,no,72,0,0,yes,3D6.1533E8C133,22,34.9,male,juv,no,22,3,no,no
Great Basin Rattlesnake,6/30/2021,incidental,BP,alive,no,72,0,0,yes,3D6.1D59ABD20B,274,63.9,female,adult,yes,17,8,yes,no
Great Basin Rattlesnake,6/30/2021,incidental,BP,alive,no,72,0,0,yes,3D9.1A4FA106C7,405,80.1,female,adult,no,19,7,no,yes
Great Basin Rattlesnake,5/12/2020,active search,cf,alive,no,71,0,0,no, ,0,0,unknown,adult,no,,,no,no
Great Basin Rattlesnake,8/17/2023 13:42,incidental,TS,alive,no,71,0,0,yes,3D9.1A4FD21289,459,86.6,male,adult,no,26,6,no,no
Great Basin Rattlesnake,8/17/2023 13:41,incidental,TS,alive,no,71,0,0,yes,3D9.1A4FD212B8,308,71.5,female,adult,no,21,10,no,no
Great Basin Rattlesnake,9/1/2020,active search,NS,alive,no,70,0,0,no, ,0,0,unknown,neonate,no,,,no,no
Great Basin Rattlesnake,10/19/2020,incidental,cf,alive,no,70,0,0,no, ,0,0,unknown,neonate,no,,,no,no
Great Basin Rattlesnake,5/20/2021,driving,BP,alive,no,70,0,0,yes,3D9.1A4FA10695,242,68,male,adult,no,22,10,yes,yes
Great Basin Rattlesnake,10/16/2023 19:47,driving,cf,alive,no,69,0,0,no,,,,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,9/23/2021,active search,BP,alive,no,68,0,0,no, , , ,unknown,unknown,no,0,0,no,no
Great Basin Rattlesnake,9/23/2021,active search,BP,alive,no,68,0,0,no, , , ,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,9/23/2021,active search,BP,alive,no,68,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,8/20/2021,incidental,BP,alive,no,68,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,8/20/2021,incidental,BP,alive,no,68,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,6/11/2020,active search,NS,alive,no,67,0,0,no, ,0,0,unknown,adult,no,,,no,no
Great Basin Rattlesnake,10/5/2021,incidental,cf,alive,no,67,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,5/17/2021,incidental,BP,alive,no,66,0,0,no, ,0, ,unknown,unknown,no,0,0,no,no
Great Basin Rattlesnake,6/5/2023 14:46,driving,TS,dead,yes,66,0,0,no,,,,unknown,adult,no,0,0,no,no
Great Basin Rattlesnake,9/5/2023 17:16,incidental,Cf,alive,no,65,0,0,no,,,,unknown,unknown,no,0,0,no,no
Great Basin Rattlesnake,9/5/2023 17:23,incidental,Cf,alive,no,65,0,0,no,,,,unknown,unknown,no,0,0,no,no
Great Basin Rattlesnake,6/16/2020,active search,NS,alive,no,64,0,0,yes,3D6.1D59ABD1DC,234,56,female,adult,no,,,no,no
Great Basin Rattlesnake,9/29/2021,active search,BP,alive,no,64,0,0,no, , , ,unknown,juv,no,0,0,no,no
Great Basin Rattlesnake,8/24/2023 13:37,incidental,Liz Bergin,alive,no,64,0,0,no,,,,unknown,juv,no,0,0,no,no
Great Basin Rattlesnake,8/20/2021,incidental,BP,alive,no,63,0,0,no, , , ,unknown,neonate,no,0,0,no,no
Great Basin Rattlesnake,5/14/2020,active search,cf,alive,no,62,0,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,10/5/2023 19:50,driving,cf,dead,yes,61,0,0,no,,,,unknown,YOY,no,0,3,no,no
Great Basin Rattlesnake,5/13/2020,active search,cf,alive,no,60,0,0,no, ,0,0,unknown,juv,no,,,no,no
Great Basin Rattlesnake,5/31/2022,driving,Cf,alive,no,60,0,0,yes,3D9.1A4FA106F7,581,84,male,adult,no,23,6,no,yes
Great Basin Rattlesnake,6/18/2020,incidental,NS,dead,yes,57,0,0,no, ,0,0,unknown,adult,no,,,no,no
Great Basin Rattlesnake,6/18/2020,active search,NS,alive,no,56,0,0,yes,3D6.1D59ABD211,271,70,male,adult,no,,,no,no
Great Basin Rattlesnake,5/31/2022,active search,Cf,alive,no,55,0,0,yes,3D9.1A4FA106B3,290,67.8,female,adult,no,20,7,no,yes
Great Basin Rattlesnake,5/31/2022,active search,Cf,alive,no,55,0,0,yes,3D6.1533C70129,288,74.3,female,adult,yes,17,5,no,no
Great Basin Rattlesnake,10/28/2020,incidental,cf,alive,no,53,0,0,no, ,0,0,unknown,unknown,no,,,no,no
Great Basin Rattlesnake,4/13/2021 19:28,DenCheck,Cf je,alive,no,0,0,0,yes,3D9.1A4FA10709,221,66.9,female,Adult,no,19,7,yes,yes
Great Basin Rattlesnake,4/13/2021 19:31,DenCheck,Cf je,alive,no,0,0,0,yes,3D6.1533E8C1AD,10,28.3,male,neonate,no,24,1,no,no
Great Basin Rattlesnake,4/13/2021 19:32,DenCheck,Cf je,alive,no,0,0,0,yes,3D6.1533E8C194,8,26,female,neonate,no,18,1,no,no
Great Basin Rattlesnake,4/13/2021 19:34,DenCheck,Cf je,alive,no,0,0,0,yes,3D6.1533E8C19F,9,26.5,unknown,neonate,no,25,1,no,no
Great Basin Rattlesnake,4/13/2021 19:36,DenCheck,Cf je,alive,no,0,0,0,yes,3D6.1533C70129,407,76.5,female,Adult,yes,15,4,no,no
Great Basin Rattlesnake,4/13/2021 19:38,DenCheck,Cf je,alive,no,0,0,0,yes,3D6.153367011D,247,62,female,Adult,yes,19,3,no,no
Great Basin Rattlesnake,4/13/2021 19:41,DenCheck,Cf je,alive,no,0,0,0,yes,3D9.1A4FA1D644,191,63.4,female,Adult,no,19,8,yes,yes
Great Basin Rattlesnake,4/19/2021 21:30,DenCheck,CF & JE,alive,no,0,0,0,yes,3D6.1533E8C15B,41,42.5,male,YOY,no,24,2,no,yes
Great Basin Rattlesnake,4/19/2021 21:58,DenCheck,CF & JE,alive,no,0,0,0,yes,3D6.1533C7012,406,76.9,female,Adult,yes,18,4,no,no
Great Basin Rattlesnake,4/19/2021 22:03,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA1060D,224,65.4,male,Adult,no,17,5,no,yes
Great Basin Rattlesnake,4/19/2021 22:11,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1D5980484E,357,73.5,female,Adult,yes,17,9,no,no
Great Basin Rattlesnake,4/19/2021 22:20,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA105FB,286,69.7,female,Adult,no,18,9,no,yes
Great Basin Rattlesnake,4/19/2021 22:30,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA1063B,227,65.7,female,Adult,no,18,8,no,yes
Great Basin Rattlesnake,4/19/2021 22:35,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA1063E,221,62.5,female,Adult,no,17,7,no,yes
Great Basin Rattlesnake,4/19/2021 22:46,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1D59ABD20B,263,63.5,female,Adult,yes,16,7,no,no
Great Basin Rattlesnake,4/19/2021 22:50,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA105F5,511,82.5,male,Adult,no,22,8,no,no
Great Basin Rattlesnake,4/19/2021 23:00,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA105FF,456,83,male,Adult,no,22,7,no,yes
Great Basin Rattlesnake,4/19/2021 23:08,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1D59804833,395,80.9,male,Adult,yes,25,12,no,no
Great Basin Rattlesnake,4/19/2021 23:14,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA105F6,222,60.1,female,Adult,no,18,7,no,yes
Great Basin Rattlesnake,4/19/2021 23:21,DenCheck,"CF, JE",alive,no,0,0,0,yes,3DD.003D4501C2,445,78.2,male,Adult,no,26,3,no,yes
Great Basin Rattlesnake,4/19/2021 23:28,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1D59804827,222,61.4,female,Adult,yes,18,8,no,no
Great Basin Rattlesnake,4/19/2021 23:33,DenCheck,"CF, JE",alive,no,0,0,0,yes,3DD.003D4501C2,496,78.2,female,Adult,no,19,7,no,yes
Great Basin Rattlesnake,4/19/2021 23:44,DenCheck,"CF, JE",alive,no,0,0,0,yes,3DD.003D45019F,344,73.5,male,Adult,no,24,9,no,yes
Great Basin Rattlesnake,5/4/2021 19:59,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10688,271,66.5,female,Adult,no,21,6,yes,yes
Great Basin Rattlesnake,5/4/2021 20:31,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10685,195,51.4,female,Adult,no,19,7,no,yes
Great Basin Rattlesnake,5/4/2021 20:47,DenCheck,CF,alive,no,0,0,0,yes,3D6.1533E8C0CB,11,26.3,female,neonate,no,20,1,no,no
Great Basin Rattlesnake,5/4/2021 20:54,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1D59A008D7,321,72.7,female,Adult,yes,23,11,no,no
Great Basin Rattlesnake,5/4/2021 21:03,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10677,325,72.4,male,Adult,no,24,11,no,
Great Basin Rattlesnake,5/4/2021 21:17,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106A4,171,57.2,female,Adult,no,21,6,no,yes
Great Basin Rattlesnake,5/4/2021 21:29,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10670,285,63.7,male,Adult,no,23,5,no,yes
Great Basin Rattlesnake,5/4/2021 21:40,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10681,266,66.4,male,Adult,no,26,8,no,yes
Great Basin Rattlesnake,5/4/2021 21:51,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533C7010E,298,64.5,female,Adult,yes,18,4,no,no
Great Basin Rattlesnake,5/5/2021 13:50,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1D59ABD1F0,204,66.4,male,Adult,yes,24,7,yes,no
Great Basin Rattlesnake,5/5/2021 14:08,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C142,321,79.5,male,Adult,no,25,7,yes,yes
Great Basin Rattlesnake,5/5/2021 14:22,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10679,280,66.9,male,Adult,no,18,8,no,no
Great Basin Rattlesnake,5/5/2021 14:34,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10694,139,52.5,female,Juv,no,20,6,no,yes
Great Basin Rattlesnake,5/5/2021 14:45,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106A5,109,49.3,male,Juv,no,24,7,no,yes
Great Basin Rattlesnake,5/5/2021 14:58,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1069D,158,58.2,male,Adult,no,22,7,no,yes
Great Basin Rattlesnake,5/5/2021 15:05,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1067F,498,91.2,male,Adult,no,25,10,no,yes
Great Basin Rattlesnake,5/6/2021 0:19,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106A1,202,60.6,female,Adult,no,18,5,yes,yes
Great Basin Rattlesnake,8/26/2021 22:31,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C138,8,19.5,unknown,neonate,no,27,1,no,no
Great Basin Rattlesnake,9/2/2021 14:01,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C123,11,20.9,male,neonate,no,23,1,no,no
Great Basin Rattlesnake,9/2/2021 14:10,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C12F,11,22.7,male,neonate,no,25,1,no,no
Great Basin Rattlesnake,9/2/2021 14:26,DenCheck,BP,alive,no,0,0,0,yes,3D6.1533E8C158,9,20.2,male,neonate,no,26,1,no,no
Great Basin Rattlesnake,9/2/2021 14:34,DenCheck,BP,alive,no,0,0,0,yes,3D6.1533E8C14B,11,21.4,female,neonate,no,19,1,no,no
Great Basin Rattlesnake,9/9/2021 19:30,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1062F,472,90.8,male,Adult,no,21,4,yes,yes
Great Basin Rattlesnake,9/9/2021 20:52,DenCheck,BP,alive,no,0,0,0,yes,3D9.1A4FA10613,372,74,male,Adult,no,23,10,yes,yes
Great Basin Rattlesnake,9/9/2021 21:10,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA105EF,172,59.6,male,Adult,no,23,7,yes,yes
Great Basin Rattlesnake,9/13/2021 21:36,DenCheck,JE,alive,no,0,0,0,yes,3D9.1A4FA106F5,263,64.1,female,Adult,no,19,8,yes,yes
Great Basin Rattlesnake,9/13/2021 21:55,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA106CE,284,66.1,male,Adult,no,24,7,yes,yes
Great Basin Rattlesnake,9/13/2021 22:08,DenCheck,"JE, CF",alive,no,0,0,0,yes,3D9.1A4FA106F6,453,89.7,male,Adult,no,24,11,yes,yes
Great Basin Rattlesnake,9/13/2021 22:17,DenCheck,JE CF,alive,no,0,0,0,yes,3D9.1AFA106FF,288,68.7,male,Adult,no,23,5,no,yes
Great Basin Rattlesnake,9/13/2021 22:24,DenCheck,"JE, CF",alive,no,0,0,0,yes,3D6.1533C7012F,304,81.7,female,Adult,yes,19,8,no,no
Great Basin Rattlesnake,9/14/2021 15:37,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1533E8C176,109,55.1,female,Adult,no,19,3,yes,yes
Great Basin Rattlesnake,9/14/2021 15:53,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1533E8C190,12,19.1,male,neonate,no,24,1,no,no
Great Basin Rattlesnake,9/14/2021 16:02,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1533E8C1A8,12,19.4,male,neonate,no,18,1,no,no
Great Basin Rattlesnake,9/14/2021 16:10,DenCheck,"JE, CF",alive,no,0,0,0,yes,3D6.1533E8C189,11,19.2,male,neonate,no,23,1,no,no
Great Basin Rattlesnake,9/14/2021 16:19,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1533E8C15E,13,21.5,male,neonate,no,18,1,no,no
Great Basin Rattlesnake,9/14/2021 16:29,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1533E8C174,12,21.9,female,neonate,no,19,1,no,no
Great Basin Rattlesnake,9/14/2021 16:34,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D6.1533E8C1B7,12,20.9,male,neonate,no,27,1,no,no
Great Basin Rattlesnake,9/21/2021 22:06,DenCheck,"CF, JE",alive,no,0,0,0,yes,3D9.1A4FA10705,15,25.9,female,neonate,no,18,1,no,no
Great Basin Rattlesnake,9/23/2021 14:19,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA105EA,277,71.9,male,Adult,no,24,14,no,yes
Great Basin Rattlesnake,9/23/2021 14:34,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1062B,234,71.6,female,Adult,no,20,10,no,yes
Great Basin Rattlesnake,9/23/2021 14:56,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA105F2,277,70.4,male,Adult,no,23,8,no,yes
Great Basin Rattlesnake,9/23/2021 15:22,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C148,15,29,female,neonate,no,19,1,no,no
Great Basin Rattlesnake,9/23/2021 19:58,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C18C,16,25.7,male,neonate,no,25,1,no,no
Great Basin Rattlesnake,9/23/2021 20:10,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C1BF,10,21.8,male,neonate,no,23,1,no,no
Great Basin Rattlesnake,9/23/2021 22:05,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106D1,67,44.5,female,Juv,no,18,4,no,yes
Great Basin Rattlesnake,9/27/2021 14:09,DenCheck,"JE, CF",alive,no,0,0,0,yes,3D6.1533E8C183,177,66.7,female,Adult,no,19,9,no,yes
Great Basin Rattlesnake,9/27/2021 14:21,DenCheck,"JE, CF",alive,no,0,0,0,yes,3D6.1533E8C199,513,83.8,male,Adult,no,24,5,no,yes
Great Basin Rattlesnake,9/30/2021 22:05,DenCheck,Cf,alive,no,0,0,0,yes,3DD.003D45019C,565,82.8,male,Adult,yes,25,9,no,no
Great Basin Rattlesnake,9/30/2021 22:19,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1D59ABD20B,191,58.8,female,Adult,yes,16,7,no,no
Great Basin Rattlesnake,9/30/2021 22:32,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C181,15,26.5,male,neonate,no,24,1,no,no
Great Basin Rattlesnake,9/30/2021 22:41,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C180,18,28.6,female,YOY,no,21,2,no,no
Great Basin Rattlesnake,9/30/2021 22:53,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C163,11,22.5,male,neonate,no,23,1,no,no
Great Basin Rattlesnake,9/30/2021 23:01,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C16A,13,22.6,female,neonate,no,21,1,no,no
Great Basin Rattlesnake,10/5/2021 22:16,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C1BA,15,25.7,male,neonate,no,22,1,no,no
Great Basin Rattlesnake,10/5/2021 22:27,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C16C,11,23.4,female,neonate,no,21,1,no,no
Great Basin Rattlesnake,10/5/2021 22:37,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C16D,12,26.3,female,neonate,no,20,1,no,no
Great Basin Rattlesnake,10/5/2021 22:47,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C191,13,24.6,female,neonate,no,18,1,no,no
